epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,1201.51,0.95018,0.91118,1.3639,0.74533,0.80051,0.83518,0.57891,1.17534,1.54756,1.38367,0.000455519,0.000455519,0.000455519
72,1218.43,0.93684,0.89756,1.34968,0.7233,0.72371,0.76515,0.5482,1.16432,1.6763,1.38594,0.000451041,0.000451041,0.000451041
73,1235.07,0.93898,0.88022,1.34581,0.75916,0.80186,0.85605,0.58916,1.12412,1.35039,1.35988,0.000446563,0.000446563,0.000446563
74,1252.18,0.94068,0.89162,1.35635,0.77522,0.76568,0.86154,0.60912,1.04348,1.47577,1.32391,0.000442085,0.000442085,0.000442085
75,1269.54,0.91972,0.86398,1.33318,0.70485,0.77598,0.78397,0.54424,1.21504,1.61855,1.41313,0.000437606,0.000437606,0.000437606
76,1286.69,0.93352,0.87955,1.34734,0.78555,0.75901,0.81234,0.5586,1.15449,1.41041,1.40808,0.000433128,0.000433128,0.000433128
77,1303.66,0.92168,0.87032,1.33482,0.7156,0.79687,0.83524,0.59622,1.11936,1.40887,1.35947,0.00042865,0.00042865,0.00042865
78,1320.73,0.91212,0.86585,1.32821,0.77415,0.79229,0.84284,0.60823,1.05688,1.53919,1.35953,0.000424171,0.000424171,0.000424171
79,1337.62,0.90158,0.84271,1.31985,0.73258,0.7969,0.82214,0.60266,1.04769,1.44515,1.31581,0.000419693,0.000419693,0.000419693
80,1354.1,0.91593,0.85799,1.32262,0.76904,0.77921,0.79766,0.57538,1.08083,1.46041,1.33167,0.000415215,0.000415215,0.000415215
81,1370.55,0.8967,0.83758,1.31929,0.73261,0.81035,0.84199,0.59108,1.04625,1.20257,1.31286,0.000410736,0.000410736,0.000410736
82,1387.27,0.91798,0.8674,1.3267,0.72922,0.74427,0.78493,0.56063,1.16584,1.6391,1.42017,0.000406258,0.000406258,0.000406258
83,1403.84,0.90044,0.8393,1.31434,0.72793,0.78851,0.82156,0.60297,1.01368,1.2402,1.28777,0.00040178,0.00040178,0.00040178
84,1420.52,0.9057,0.8435,1.32311,0.76081,0.75105,0.82414,0.59275,1.0481,1.54987,1.33536,0.000397302,0.000397302,0.000397302
85,1437.25,0.89755,0.8316,1.30886,0.73855,0.78573,0.83799,0.5946,1.09448,1.51554,1.34263,0.000392823,0.000392823,0.000392823
